id_locomotiva,timestamp_leitura,velocidade_atual_kmh,posicao_acelerador_notch,peso_total_toneladas,inclinacao_terreno_graus,target_consumo_litros_hr
LOC_LOG_9017,2024-02-13 20:30:00,7.2,3,12000,0.45,186.28
LOC_LOG_9004,2024-02-13 20:48:00,16.6,3,22000,0.08,238.09
LOC_LOG_9005,2024-02-13 22:25:00,42.6,8,15000,1.76,460.26
LOC_LOG_9008,2024-02-13 22:25:00,47.9,4,18000,1.54,339.36
LOC_LOG_9017,2024-02-13 22:50:00,51.4,4,8000,-2.35,188.79
LOC_LOG_9011,2024-02-13 22:52:00,67.3,8,22000,1.31,485.8
LOC_LOG_9019,2024-02-14 00:32:00,36.3,8,22000,-0.99,404.9
LOC_LOG_9009,2024-02-14 00:35:00,7.5,6,15000,-0.36,284.3
LOC_LOG_9007,2024-02-14 01:25:00,77.5,7,22000,-1.87,382.73
LOC_LOG_9008,2024-02-14 02:18:00,0.4,2,8000,-2.5,112.2
LOC_LOG_9007,2024-02-14 02:51:00,27.6,7,8000,-2.19,299.22
LOC_LOG_9002,2024-02-14 03:28:00,47.4,2,22000,-0.04,208.52
LOC_LOG_9018,2024-02-14 04:03:00,12.9,3,15000,2.39,337.86
LOC_LOG_9010,2024-02-14 06:00:00,45.6,5,12000,1.88,354.34
LOC_LOG_9000,2024-02-14 08:36:00,29.2,0,12000,0.7,120.89
LOC_LOG_9019,2024-02-14 09:17:00,47.1,0,15000,-0.51,89.55
LOC_LOG_9014,2024-02-14 09:27:00,10.2,7,22000,-1.74,381.4
LOC_LOG_9012,2024-02-14 09:59:00,53.8,2,8000,1.26,179.03
LOC_LOG_9018,2024-02-14 10:22:00,59.2,1,18000,0.19,150.79
LOC_LOG_9012,2024-02-14 12:12:00,29.3,2,8000,1.3,201.61
LOC_LOG_9002,2024-02-14 15:25:00,52.5,7,8000,0.19,317.29
LOC_LOG_9013,2024-02-14 15:31:00,77.6,7,18000,1.08,403.63
LOC_LOG_9006,2024-02-14 15:40:00,13.2,7,8000,0.95,344.9
LOC_LOG_9000,2024-02-14 16:59:00,5.8,4,18000,2.05,379.8
LOC_LOG_9000,2024-02-14 18:24:00,35.2,2,22000,1.04,243.82
LOC_LOG_9017,2024-02-14 18:38:00,66.1,2,12000,-1.36,125.05
LOC_LOG_9002,2024-02-14 19:28:00,26.0,7,8000,2.23,422.96
LOC_LOG_9003,2024-02-14 20:10:00,43.0,8,12000,1.7,457.84
LOC_LOG_9005,2024-02-14 23:27:00,24.6,6,15000,-1.87,309.95
LOC_LOG_9014,2024-02-14 23:52:00,18.6,0,12000,-2.23,87.03
LOC_LOG_9007,2024-02-15 00:53:00,75.6,4,18000,0.91,292.69
LOC_LOG_9008,2024-02-15 00:58:00,69.9,2,8000,1.31,221.37
LOC_LOG_9007,2024-02-15 01:50:00,0.1,3,15000,-0.25,198.07
LOC_LOG_9004,2024-02-15 02:35:00,76.1,4,8000,2.47,317.02
LOC_LOG_9003,2024-02-15 02:54:00,7.4,3,15000,1.24,267.31
LOC_LOG_9003,2024-02-15 03:06:00,65.4,3,8000,1.8,261.06
LOC_LOG_9010,2024-02-15 04:40:00,77.8,6,15000,-1.37,300.41
LOC_LOG_9013,2024-02-15 04:42:00,12.0,2,15000,-0.88,148.8
LOC_LOG_9012,2024-02-15 06:16:00,19.1,2,8000,1.76,206.69
LOC_LOG_9003,2024-02-15 06:23:00,7.2,3,12000,1.68,304.09
LOC_LOG_9002,2024-02-15 06:41:00,70.1,2,18000,2.03,285.06
LOC_LOG_9006,2024-02-15 07:01:00,3.7,2,12000,-0.34,147.84
LOC_LOG_9001,2024-02-15 10:02:00,5.4,0,18000,-2.03,89.57
LOC_LOG_9005,2024-02-15 10:32:00,59.9,8,12000,1.64,469.59
LOC_LOG_9015,2024-02-15 11:35:00,52.9,4,22000,1.11,325.17
LOC_LOG_9017,2024-02-15 11:37:00,4.5,1,18000,-0.63,157.83
LOC_LOG_9018,2024-02-15 12:07:00,44.6,1,12000,0.38,147.68
LOC_LOG_9010,2024-02-15 12:22:00,76.1,4,15000,-2.39,235.9
LOC_LOG_9002,2024-02-15 12:37:00,77.7,5,12000,0.06,251.61
LOC_LOG_9019,2024-02-15 14:22:00,44.4,1,8000,-1.06,72.37
LOC_LOG_9017,2024-02-15 15:07:00,33.7,2,8000,1.19,206.84
LOC_LOG_9007,2024-02-15 15:11:00,19.0,2,15000,-0.88,190.04
LOC_LOG_9019,2024-02-15 16:09:00,73.2,6,15000,-1.46,291.38
LOC_LOG_9013,2024-02-15 16:24:00,77.0,5,12000,1.66,330.26
LOC_LOG_9019,2024-02-15 17:40:00,9.8,7,18000,1.74,439.12
LOC_LOG_9012,2024-02-15 17:47:00,68.8,8,18000,1.05,481.86
LOC_LOG_9014,2024-02-15 20:59:00,75.3,3,18000,-1.66,230.78
LOC_LOG_9009,2024-02-15 20:59:00,38.9,2,15000,1.87,266.69
LOC_LOG_9015,2024-02-15 21:06:00,75.2,6,15000,-1.03,316.51
LOC_LOG_9008,2024-02-15 21:13:00,21.4,2,22000,2.06,342.32
LOC_LOG_9009,2024-02-15 21:26:00,55.6,3,22000,1.59,326.45
LOC_LOG_9016,2024-02-15 22:49:00,64.2,5,15000,0.36,277.57
LOC_LOG_9006,2024-02-15 23:10:00,29.1,7,18000,1.76,445.34
LOC_LOG_9012,2024-02-16 00:33:00,71.4,8,8000,0.72,346.59
LOC_LOG_9013,2024-02-16 00:48:00,41.6,4,22000,0.78,338.61
LOC_LOG_9019,2024-02-16 01:01:00,16.5,8,18000,1.88,484.95
LOC_LOG_9007,2024-02-16 01:17:00,32.2,8,18000,0.75,434.33
LOC_LOG_9016,2024-02-16 01:39:00,8.2,6,15000,0.56,336.25
LOC_LOG_9019,2024-02-16 02:14:00,65.1,2,15000,-2.48,169.31
LOC_LOG_9001,2024-02-16 02:15:00,52.4,1,22000,-0.8,157.82
LOC_LOG_9002,2024-02-16 03:16:00,60.8,7,8000,0.12,308.49
LOC_LOG_9015,2024-02-16 04:46:00,30.7,4,22000,-1.42,274.49
LOC_LOG_9003,2024-02-16 07:00:00,42.6,3,12000,-1.98,180.09
LOC_LOG_9013,2024-02-16 07:04:00,68.1,0,18000,-0.08,100.64
LOC_LOG_9012,2024-02-16 07:44:00,70.4,0,12000,1.85,179.97
LOC_LOG_9004,2024-02-16 08:00:00,31.7,7,12000,-1.02,316.11
LOC_LOG_9016,2024-02-16 09:17:00,31.6,1,15000,2.42,280.4
LOC_LOG_9013,2024-02-16 09:47:00,32.5,5,12000,1.15,308.91
LOC_LOG_9002,2024-02-16 10:45:00,68.1,0,15000,2.21,217.46
LOC_LOG_9014,2024-02-16 11:10:00,15.0,2,18000,1.41,271.32
LOC_LOG_9008,2024-02-16 11:40:00,17.3,0,12000,-1.18,78.57
LOC_LOG_9000,2024-02-16 14:08:00,45.4,3,12000,1.19,253.46
LOC_LOG_9007,2024-02-16 14:47:00,36.5,2,12000,-1.47,138.37
LOC_LOG_9012,2024-02-16 19:37:00,38.2,1,8000,0.71,126.91
LOC_LOG_9010,2024-02-16 20:19:00,45.3,2,8000,2.08,208.81
LOC_LOG_9016,2024-02-16 22:12:00,46.5,0,22000,2.29,263.44
LOC_LOG_9019,2024-02-16 23:26:00,22.0,5,18000,0.7,318.61
LOC_LOG_9005,2024-02-17 00:21:00,1.7,2,22000,-0.92,189.68
LOC_LOG_9004,2024-02-17 02:56:00,32.3,3,22000,0.89,278.25
LOC_LOG_9014,2024-02-17 04:25:00,65.0,3,15000,2.24,312.51
LOC_LOG_9019,2024-02-17 04:58:00,21.2,1,18000,2.02,270.87
LOC_LOG_9013,2024-02-17 07:06:00,30.7,2,15000,-1.66,162.14
LOC_LOG_9001,2024-02-17 08:38:00,74.6,6,15000,1.83,431.78
LOC_LOG_9010,2024-02-17 08:57:00,23.8,3,8000,0.3,168.16
LOC_LOG_9012,2024-02-17 11:00:00,19.5,0,15000,1.15,162.68
LOC_LOG_9000,2024-02-17 11:20:00,23.8,8,22000,-1.0,392.6
LOC_LOG_9018,2024-02-17 12:13:00,37.1,4,22000,-0.42,281.95
LOC_LOG_9005,2024-02-17 13:25:00,52.2,3,18000,-0.47,202.24
LOC_LOG_9016,2024-02-17 15:13:00,52.9,8,15000,-0.72,374.99
LOC_LOG_9003,2024-02-17 18:14:00,63.6,7,22000,1.04,420.11
LOC_LOG_9012,2024-02-17 19:07:00,42.8,1,18000,0.68,176.83
LOC_LOG_9004,2024-02-17 19:51:00,6.4,7,12000,-1.72,316.08
LOC_LOG_9013,2024-02-17 20:12:00,55.4,8,8000,-2.47,311.91
LOC_LOG_9014,2024-02-17 20:18:00,31.9,0,22000,0.58,166.95
LOC_LOG_9017,2024-02-17 20:24:00,46.8,3,15000,2.21,326.24
LOC_LOG_9016,2024-02-17 20:28:00,41.6,1,15000,-0.5,123.78
LOC_LOG_9002,2024-02-17 21:27:00,61.1,3,15000,0.12,194.83
LOC_LOG_9013,2024-02-17 22:42:00,66.8,8,18000,1.31,471.4
LOC_LOG_9002,2024-02-18 00:36:00,78.7,4,8000,-2.4,181.75
LOC_LOG_9009,2024-02-18 02:18:00,9.7,8,12000,-2.47,354.47
LOC_LOG_9017,2024-02-18 02:28:00,62.7,2,12000,-1.17,148.96
LOC_LOG_9000,2024-02-18 03:26:00,19.7,8,8000,1.6,431.59
LOC_LOG_9016,2024-02-18 03:42:00,13.0,2,15000,0.79,193.56
LOC_LOG_9014,2024-02-18 03:48:00,69.6,1,18000,0.39,170.87
LOC_LOG_9006,2024-02-18 04:24:00,65.4,7,15000,0.77,371.9
LOC_LOG_9004,2024-02-18 05:45:00,28.6,5,22000,0.67,354.23
LOC_LOG_9005,2024-02-18 06:03:00,23.2,8,22000,-1.69,422.98
LOC_LOG_9000,2024-02-18 06:43:00,76.2,3,12000,-0.87,178.03
LOC_LOG_9005,2024-02-18 07:09:00,68.2,5,15000,2.36,417.57
LOC_LOG_9005,2024-02-18 07:24:00,3.4,0,12000,-2.41,71.58
LOC_LOG_9015,2024-02-18 08:07:00,60.4,3,8000,-0.2,156.39
LOC_LOG_9005,2024-02-18 13:28:00,38.7,0,18000,2.39,237.24
LOC_LOG_9007,2024-02-18 13:41:00,35.1,2,8000,-2.11,124.06
LOC_LOG_9013,2024-02-18 14:15:00,18.1,4,12000,2.16,342.83
LOC_LOG_9008,2024-02-18 14:46:00,14.2,7,22000,1.87,494.5
LOC_LOG_9008,2024-02-18 14:55:00,48.3,1,15000,0.65,150.89
LOC_LOG_9016,2024-02-18 15:17:00,18.0,0,15000,-0.24,110.03
LOC_LOG_9017,2024-02-18 15:34:00,35.2,2,15000,-2.2,164.95
LOC_LOG_9009,2024-02-18 17:12:00,31.0,4,15000,-1.24,231.77
LOC_LOG_9001,2024-02-18 18:04:00,52.6,0,8000,1.85,154.84
LOC_LOG_9009,2024-02-18 18:34:00,21.9,8,12000,0.49,377.04
LOC_LOG_9014,2024-02-18 18:37:00,54.1,8,22000,-0.47,404.56
LOC_LOG_9015,2024-02-18 20:22:00,4.2,6,22000,1.92,455.14
LOC_LOG_9015,2024-02-18 21:15:00,9.6,5,15000,-1.17,272.1
LOC_LOG_9000,2024-02-18 23:58:00,51.6,8,22000,-0.72,430.58
LOC_LOG_9016,2024-02-19 00:22:00,13.5,6,22000,2.34,485.59
LOC_LOG_9003,2024-02-19 00:32:00,74.9,0,15000,0.89,125.3
LOC_LOG_9010,2024-02-19 01:06:00,65.2,6,22000,1.39,417.04
LOC_LOG_9012,2024-02-19 02:04:00,36.8,2,18000,-0.35,174.34
LOC_LOG_9013,2024-02-19 02:59:00,38.1,4,12000,0.18,222.44
LOC_LOG_9006,2024-02-19 03:17:00,3.8,1,8000,-1.4,72.76
LOC_LOG_9016,2024-02-19 03:32:00,53.8,2,18000,-1.4,183.81
LOC_LOG_9004,2024-02-19 05:32:00,42.8,0,12000,1.88,198.96
LOC_LOG_9004,2024-02-19 07:32:00,44.2,5,12000,0.98,294.18
LOC_LOG_9015,2024-02-19 08:25:00,65.7,0,8000,-2.49,42.2
LOC_LOG_9002,2024-02-19 10:05:00,5.1,8,22000,1.07,480.1
LOC_LOG_9019,2024-02-19 10:10:00,41.6,3,12000,1.65,286.0
LOC_LOG_9001,2024-02-19 10:11:00,43.6,6,8000,-1.87,239.67
LOC_LOG_9005,2024-02-19 11:37:00,30.1,1,22000,0.86,220.55
LOC_LOG_9004,2024-02-19 13:54:00,11.2,4,22000,0.09,281.69
LOC_LOG_9003,2024-02-19 15:14:00,40.3,2,12000,-0.89,135.27
LOC_LOG_9014,2024-02-19 16:02:00,20.7,3,8000,-0.35,159.16
LOC_LOG_9005,2024-02-19 17:56:00,77.0,4,15000,-0.79,248.93
LOC_LOG_9016,2024-02-19 18:42:00,29.0,8,18000,1.26,460.46
LOC_LOG_9003,2024-02-19 18:43:00,6.7,7,12000,2.46,460.19
LOC_LOG_9007,2024-02-19 19:34:00,41.4,0,8000,-0.59,36.25
LOC_LOG_9005,2024-02-19 20:08:00,2.3,8,15000,1.64,460.17
LOC_LOG_9009,2024-02-19 20:27:00,8.8,7,18000,0.64,406.66
LOC_LOG_9003,2024-02-19 20:39:00,70.0,2,18000,-1.86,173.12
LOC_LOG_9019,2024-02-19 22:18:00,24.0,5,15000,-1.43,269.62
LOC_LOG_9012,2024-02-19 23:13:00,52.1,0,22000,1.65,234.07
LOC_LOG_9013,2024-02-20 00:33:00,1.9,2,15000,1.32,261.37
LOC_LOG_9004,2024-02-20 01:33:00,55.7,8,15000,-1.73,363.15
LOC_LOG_9008,2024-02-20 02:26:00,20.6,4,8000,1.1,264.07
LOC_LOG_9010,2024-02-20 02:45:00,40.6,8,22000,2.49,548.33
LOC_LOG_9018,2024-02-20 02:47:00,27.6,0,12000,0.63,106.85
LOC_LOG_9001,2024-02-20 03:47:00,57.1,3,22000,-1.04,252.34
LOC_LOG_9016,2024-02-20 05:19:00,4.5,0,15000,-0.07,92.46
LOC_LOG_9012,2024-02-20 05:20:00,25.5,3,8000,0.63,194.0
LOC_LOG_9002,2024-02-20 05:35:00,7.8,6,15000,-2.28,302.1
LOC_LOG_9002,2024-02-20 06:56:00,27.7,6,15000,-0.77,295.97
LOC_LOG_9001,2024-02-20 08:06:00,44.2,4,22000,-0.46,286.65
LOC_LOG_9006,2024-02-20 08:15:00,16.5,1,22000,0.25,178.01
LOC_LOG_9007,2024-02-20 08:37:00,78.5,7,8000,0.09,283.11
LOC_LOG_9014,2024-02-20 09:48:00,70.6,0,12000,-0.28,59.31
LOC_LOG_9013,2024-02-20 10:51:00,27.0,0,8000,-2.41,61.16
LOC_LOG_9000,2024-02-20 11:25:00,69.9,2,12000,2.42,281.85
LOC_LOG_9011,2024-02-20 11:55:00,62.3,6,15000,-0.73,290.23
LOC_LOG_9011,2024-02-20 11:57:00,51.0,2,22000,0.27,233.25
LOC_LOG_9008,2024-02-20 14:27:00,66.8,6,15000,-0.4,308.31
LOC_LOG_9004,2024-02-20 15:09:00,79.6,5,8000,-1.24,215.44
LOC_LOG_9016,2024-02-20 15:43:00,56.2,5,8000,2.21,333.82
LOC_LOG_9012,2024-02-20 15:43:00,79.0,6,15000,-1.75,294.37
LOC_LOG_9004,2024-02-20 16:05:00,15.1,4,18000,-1.07,259.32
LOC_LOG_9004,2024-02-20 16:34:00,74.6,1,15000,-1.18,132.48
LOC_LOG_9013,2024-02-20 16:50:00,40.6,2,12000,0.96,213.79
LOC_LOG_9005,2024-02-20 16:58:00,54.2,7,12000,-2.42,310.96
LOC_LOG_9010,2024-02-20 17:14:00,33.6,1,15000,-1.26,137.39
LOC_LOG_9019,2024-02-20 18:26:00,44.3,5,15000,-0.69,271.97
LOC_LOG_9016,2024-02-20 18:29:00,12.2,2,18000,-1.85,191.11
LOC_LOG_9007,2024-02-20 18:59:00,28.4,8,15000,1.42,460.54
LOC_LOG_9018,2024-02-20 20:16:00,2.0,1,12000,-0.58,115.64
LOC_LOG_9012,2024-02-20 21:43:00,68.9,7,12000,0.39,343.09
LOC_LOG_9010,2024-02-20 21:50:00,13.5,4,22000,-1.11,270.72
LOC_LOG_9008,2024-02-20 22:42:00,6.0,7,12000,2.26,446.04
LOC_LOG_9016,2024-02-21 00:24:00,37.2,8,8000,1.24,394.13
LOC_LOG_9012,2024-02-21 00:39:00,20.7,6,15000,-1.53,297.98
LOC_LOG_9009,2024-02-21 00:51:00,15.3,7,8000,0.97,356.76
LOC_LOG_9004,2024-02-21 01:20:00,16.9,0,15000,1.71,199.87
LOC_LOG_9001,2024-02-21 02:38:00,20.6,7,22000,-2.4,382.38
LOC_LOG_9007,2024-02-21 04:18:00,26.8,1,15000,0.98,183.33
LOC_LOG_9006,2024-02-21 07:22:00,2.0,6,18000,-0.62,316.46
LOC_LOG_9007,2024-02-21 08:58:00,31.0,2,22000,-1.7,196.99
LOC_LOG_9012,2024-02-21 09:23:00,65.4,1,12000,1.62,205.68
LOC_LOG_9004,2024-02-21 10:05:00,73.0,4,12000,1.96,335.21
LOC_LOG_9002,2024-02-21 10:09:00,39.1,5,15000,-0.49,272.71
LOC_LOG_9015,2024-02-21 10:54:00,65.7,5,8000,-0.24,215.63
LOC_LOG_9013,2024-02-21 12:07:00,34.6,4,22000,-0.08,286.23
LOC_LOG_9005,2024-02-21 12:50:00,33.3,4,8000,-0.97,185.67
LOC_LOG_9014,2024-02-21 13:25:00,46.9,6,22000,0.87,393.23
LOC_LOG_9002,2024-02-21 13:36:00,34.6,8,18000,0.48,415.89
LOC_LOG_9019,2024-02-21 14:09:00,52.4,2,8000,1.05,159.47
LOC_LOG_9000,2024-02-21 14:17:00,38.0,7,8000,2.23,429.61
LOC_LOG_9017,2024-02-21 16:29:00,53.4,3,8000,-2.44,122.73
LOC_LOG_9006,2024-02-21 17:15:00,39.8,2,12000,1.71,243.33
LOC_LOG_9008,2024-02-21 17:38:00,62.8,6,22000,0.89,406.67
LOC_LOG_9011,2024-02-21 18:29:00,43.7,7,12000,-0.7,345.71
LOC_LOG_9017,2024-02-21 18:58:00,13.6,8,22000,-1.87,409.38
LOC_LOG_9011,2024-02-21 20:16:00,21.4,2,8000,-0.3,123.66
LOC_LOG_9006,2024-02-21 20:44:00,56.2,0,12000,1.1,146.63
LOC_LOG_9010,2024-02-21 20:51:00,53.4,5,8000,1.77,330.65
LOC_LOG_9012,2024-02-21 21:18:00,67.6,6,15000,-2.5,307.7
LOC_LOG_9014,2024-02-21 22:16:00,7.4,6,22000,1.99,464.52
LOC_LOG_9006,2024-02-21 22:34:00,67.7,7,15000,1.16,418.74
LOC_LOG_9017,2024-02-22 03:28:00,62.8,4,22000,0.48,315.18
LOC_LOG_9011,2024-02-22 04:53:00,40.9,7,22000,0.52,423.5
LOC_LOG_9000,2024-02-22 04:54:00,47.6,1,12000,1.86,217.05
LOC_LOG_9016,2024-02-22 05:08:00,29.6,4,18000,1.2,328.24
LOC_LOG_9018,2024-02-22 05:12:00,28.4,1,22000,1.94,295.34
LOC_LOG_9004,2024-02-22 05:19:00,64.2,2,18000,-0.5,185.06
LOC_LOG_9001,2024-02-22 05:23:00,80.0,7,12000,-2.26,307.95
LOC_LOG_9001,2024-02-22 06:19:00,62.0,6,12000,2.32,434.98
LOC_LOG_9017,2024-02-22 08:21:00,42.0,1,12000,1.67,215.91
LOC_LOG_9016,2024-02-22 09:26:00,26.6,8,12000,0.46,382.54
LOC_LOG_9008,2024-02-22 10:07:00,28.5,7,18000,1.24,426.08
LOC_LOG_9007,2024-02-22 10:44:00,27.9,4,18000,2.15,367.44
LOC_LOG_9015,2024-02-22 11:25:00,57.1,1,15000,-0.32,128.23
LOC_LOG_9011,2024-02-22 12:04:00,77.9,1,8000,2.06,214.72
LOC_LOG_9017,2024-02-22 13:13:00,34.7,2,18000,2.05,303.32
LOC_LOG_9000,2024-02-22 13:45:00,51.0,7,18000,-2.15,359.55
LOC_LOG_9019,2024-02-22 15:45:00,74.7,2,8000,0.21,120.15
LOC_LOG_9016,2024-02-22 15:48:00,56.8,3,22000,-0.93,252.81
LOC_LOG_9019,2024-02-22 16:03:00,64.4,2,12000,1.18,210.66
LOC_LOG_9015,2024-02-22 16:41:00,38.1,4,18000,-1.89,247.01
LOC_LOG_9018,2024-02-22 17:14:00,65.7,0,22000,-2.31,140.23
LOC_LOG_9004,2024-02-22 17:15:00,40.4,1,18000,0.04,143.5
LOC_LOG_9017,2024-02-22 17:35:00,40.8,4,18000,2.48,402.04
LOC_LOG_9001,2024-02-22 17:42:00,5.9,0,15000,-1.48,86.11
LOC_LOG_9007,2024-02-22 19:50:00,11.8,2,15000,-0.24,136.69
LOC_LOG_9000,2024-02-22 19:52:00,46.9,4,12000,0.43,249.23
LOC_LOG_9010,2024-02-22 23:40:00,10.3,5,8000,-0.16,231.9
LOC_LOG_9006,2024-02-23 00:10:00,55.3,7,18000,0.81,400.27
LOC_LOG_9015,2024-02-23 01:33:00,52.0,6,8000,-0.85,266.43
LOC_LOG_9009,2024-02-23 02:17:00,32.9,8,8000,-1.41,337.8
LOC_LOG_9000,2024-02-23 03:06:00,51.7,6,18000,0.68,352.05
LOC_LOG_9017,2024-02-23 06:45:00,5.3,3,22000,-1.42,232.39
LOC_LOG_9006,2024-02-23 07:57:00,72.1,6,18000,-1.2,284.27
LOC_LOG_9004,2024-02-23 08:03:00,26.8,1,8000,-2.09,62.59
LOC_LOG_9000,2024-02-23 08:52:00,69.4,6,22000,-0.34,341.38
LOC_LOG_9003,2024-02-23 10:19:00,61.7,6,12000,-2.13,293.18
LOC_LOG_9006,2024-02-23 10:35:00,54.2,7,18000,1.52,463.63
LOC_LOG_9019,2024-02-23 12:17:00,70.2,5,22000,-1.98,307.23
LOC_LOG_9013,2024-02-23 13:28:00,40.7,4,22000,2.23,413.07
LOC_LOG_9003,2024-02-23 14:17:00,14.5,0,22000,0.73,163.62
LOC_LOG_9008,2024-02-23 14:59:00,16.3,7,8000,0.63,295.83
LOC_LOG_9008,2024-02-23 15:59:00,12.6,5,8000,0.08,223.96
LOC_LOG_9001,2024-02-23 16:30:00,70.5,6,18000,-0.44,310.42
LOC_LOG_9013,2024-02-23 18:24:00,7.5,2,8000,-0.07,106.76
LOC_LOG_9016,2024-02-23 19:16:00,17.0,2,22000,0.16,217.38
LOC_LOG_9004,2024-02-23 21:41:00,75.5,0,8000,-2.4,39.89
LOC_LOG_9017,2024-02-24 00:28:00,8.0,1,22000,-0.68,159.77
LOC_LOG_9000,2024-02-24 00:42:00,49.1,3,8000,-0.44,143.71
LOC_LOG_9001,2024-02-24 03:00:00,76.9,6,12000,-0.94,278.7
LOC_LOG_9009,2024-02-24 03:21:00,56.2,3,8000,-1.64,121.37
LOC_LOG_9010,2024-02-24 04:35:00,40.2,0,22000,-0.81,135.26
LOC_LOG_9007,2024-02-24 04:42:00,62.5,0,18000,0.72,147.41
LOC_LOG_9019,2024-02-24 05:53:00,61.5,1,18000,-1.17,136.72
LOC_LOG_9004,2024-02-24 06:13:00,26.4,5,8000,0.32,219.64
LOC_LOG_9000,2024-02-24 06:45:00,20.3,4,12000,1.36,283.52
LOC_LOG_9001,2024-02-24 06:51:00,38.7,4,18000,1.69,360.82
LOC_LOG_9016,2024-02-24 06:58:00,37.8,1,8000,0.99,125.93
LOC_LOG_9016,2024-02-24 07:32:00,26.1,6,8000,-1.0,252.15
LOC_LOG_9010,2024-02-24 07:54:00,40.1,3,18000,0.52,240.09
LOC_LOG_9005,2024-02-24 09:16:00,72.3,0,12000,-0.45,88.32
LOC_LOG_9006,2024-02-24 09:47:00,24.7,6,8000,-0.66,252.37
LOC_LOG_9012,2024-02-24 10:47:00,75.5,2,8000,-2.29,150.0
LOC_LOG_9009,2024-02-24 11:07:00,62.1,7,15000,0.26,352.48
LOC_LOG_9002,2024-02-24 11:33:00,9.7,2,22000,-0.41,200.42
LOC_LOG_9016,2024-02-24 11:51:00,78.7,5,22000,-1.29,320.91
LOC_LOG_9017,2024-02-24 12:00:00,74.9,1,12000,0.98,155.19
LOC_LOG_9012,2024-02-24 12:36:00,40.9,5,8000,-1.17,232.82
LOC_LOG_9017,2024-02-24 13:08:00,30.2,5,22000,-0.92,292.82
LOC_LOG_9003,2024-02-24 14:23:00,11.2,6,18000,-0.76,321.0
LOC_LOG_9015,2024-02-24 14:32:00,54.3,0,22000,1.66,217.4
LOC_LOG_9008,2024-02-24 15:27:00,72.5,7,8000,-1.54,284.53
LOC_LOG_9012,2024-02-24 15:28:00,63.4,0,12000,1.29,155.19
LOC_LOG_9015,2024-02-24 15:47:00,24.5,7,15000,1.92,437.63
LOC_LOG_9002,2024-02-24 15:52:00,24.0,0,8000,-0.71,40.48
LOC_LOG_9018,2024-02-24 16:12:00,53.6,4,8000,-0.15,179.42
LOC_LOG_9004,2024-02-24 16:37:00,76.9,5,22000,-0.55,288.15
LOC_LOG_9002,2024-02-24 17:30:00,37.1,1,18000,0.5,179.41
LOC_LOG_9002,2024-02-24 18:43:00,11.2,7,12000,0.61,353.85
LOC_LOG_9000,2024-02-24 19:35:00,44.5,6,8000,1.73,355.43
LOC_LOG_9005,2024-02-24 20:19:00,9.9,4,8000,-0.0,189.89
LOC_LOG_9013,2024-02-24 21:25:00,60.9,7,8000,-1.75,310.47
LOC_LOG_9002,2024-02-24 21:54:00,45.0,0,8000,-2.47,50.62
LOC_LOG_9016,2024-02-25 00:50:00,29.3,2,8000,-0.55,110.44
LOC_LOG_9015,2024-02-25 02:57:00,64.5,5,18000,-2.1,277.62
LOC_LOG_9006,2024-02-25 03:31:00,25.7,2,18000,-1.98,170.83
LOC_LOG_9001,2024-02-25 03:37:00,37.4,6,15000,-1.12,288.33
LOC_LOG_9007,2024-02-25 04:16:00,73.3,4,22000,-1.06,278.25
LOC_LOG_9006,2024-02-25 04:50:00,61.0,7,22000,0.03,378.55
LOC_LOG_9009,2024-02-25 04:52:00,16.1,1,22000,-2.15,147.43
LOC_LOG_9011,2024-02-25 04:57:00,0.7,4,18000,-1.66,267.84
LOC_LOG_9015,2024-02-25 05:39:00,46.0,3,8000,1.95,270.09
LOC_LOG_9007,2024-02-25 08:13:00,57.2,8,8000,0.28,356.5
LOC_LOG_9011,2024-02-25 08:20:00,9.1,4,15000,-0.76,236.85
LOC_LOG_9010,2024-02-25 09:45:00,75.9,1,8000,2.01,220.35
LOC_LOG_9002,2024-02-25 11:12:00,61.2,3,15000,-1.23,186.88
LOC_LOG_9007,2024-02-25 12:17:00,68.7,8,12000,-2.12,350.0
LOC_LOG_9009,2024-02-25 12:32:00,71.4,1,15000,-2.35,126.67
LOC_LOG_9015,2024-02-25 16:09:00,61.6,0,18000,-1.28,90.28
LOC_LOG_9006,2024-02-25 16:55:00,65.3,6,18000,2.44,447.14
LOC_LOG_9016,2024-02-25 17:04:00,25.7,3,18000,-1.84,168.74
LOC_LOG_9018,2024-02-25 17:26:00,59.3,2,8000,-0.04,101.14
LOC_LOG_9004,2024-02-25 17:56:00,5.9,5,15000,2.46,419.27
LOC_LOG_9012,2024-02-25 18:05:00,61.7,0,22000,-2.18,115.95
LOC_LOG_9011,2024-02-25 18:08:00,1.0,2,18000,0.47,210.17
LOC_LOG_9016,2024-02-25 18:40:00,33.9,4,18000,0.05,254.15
LOC_LOG_9008,2024-02-25 19:39:00,40.9,4,12000,0.16,225.34
LOC_LOG_9004,2024-02-25 20:24:00,69.7,6,12000,-0.79,294.24
LOC_LOG_9002,2024-02-25 21:49:00,1.4,8,12000,0.6,395.34
LOC_LOG_9018,2024-02-26 00:15:00,22.9,0,22000,1.58,224.79
LOC_LOG_9002,2024-02-26 00:40:00,19.5,4,22000,2.33,420.91
LOC_LOG_9001,2024-02-26 02:48:00,65.8,5,8000,-0.7,223.77
